DMV1,DMV2,DMV3,VIN
000,01,1239,BEST
000,01,1239,BEST
000,01,1246,GBA 
000,01,1254,SUN-
000,01,1254,SUN-
000,01,1276,SARA
000,01,1278,TWIN
000,01,1323,FOLE
000,01,1332,SELE
000,01,1354,KIMS
000,01,1364,DOMI
000,01,1366,ELLI
000,01,1371,WRIG
000,01,1418,MCLE
000,01,1418,MCLE
000,01,1429,SPRI
000,01,1448,APPL
000,01,1448,APPL
000,01,1487,FAIR
000,01,1488,THE 
000,01,1490,D & 
000,01,1496,SEVE
000,01,1502,SAND
000,01,1521,CECI
000,01,1527,LIFE
000,01,1527,LIFE
000,01,1562,USAA
000,01,1563,PAXT
000,01,1566,RICH
000,01,1617,SEDA
000,01,1641,FEDE
000,01,1662,ENGI
000,01,1674,REST
000,01,1674,REST
000,01,1678,ZIEG
000,01,1698,PATO
000,01,1703,MALO
000,01,1705,MCGU
000,01,1745,GMAC
000,01,1757,RAVE
000,01,1785,THOM
000,01,1799,THE 
000,01,1799,THE 
000,01,1803,N&K 
000,01,1813,ALPH
000,01,1815,HUNA
000,01,1815,HUNA
000,01,1823,DIGI
000,01,1823,DIGI
000,01,1829,KIND
000,01,1848,RYDE
000,01,1853,SOBE
000,01,1855,MERR
000,01,1864,DAVI
000,01,1867,CHAD
000,01,1886,BEUL
000,01,1910,BROC
000,01,1924,JOHN
000,01,1932,AUTO
000,01,1941,LHZ 
000,01,1950,NEW 
000,01,1951,REST
000,01,1953,PHIL
000,01,1959,NEW 
000,01,1959,NEW 
000,01,1960,POLM
000,01,1960,POLM
000,01,1964,VIRG
000,01,1967,APEX
000,01,1967,APEX
000,01,1985,FISH
000,01,1999,FINA
000,01,2004,BLUE
000,01,2006,LISE
000,01,2059,SOUT
000,01,2062,SILV
000,01,2083,BOST
000,01,2103,SICP
000,01,2132,SERV
000,01,2149,SUBU
000,01,2149,SUBU
000,01,2155,DOMI
000,01,2179,GLEN
000,01,2197,GARD
000,01,2217,AMER
000,01,2237,OFF 
000,01,2246,PEPP
000,01,2247,WOOD
000,01,2257,UNIV
000,01,2258,DOMI
000,01,2258,DOMI
000,01,2280,DXDI
000,01,2280,DXDI
000,01,2291,MARY
000,01,2292,OLDE
000,01,2314,HAIR
000,01,2321,SUBU
000,01,2321,SUBU
000,01,2328,GUAR
000,01,2338,GAP 
000,01,2341,ALFR
000,01,2342,WEST
000,01,2344,CAPI
000,01,2344,CAPI
000,01,2351,AMER
000,01,2361,ALEX
000,01,2362,EMER
000,01,2362,EMER
000,01,2374,CHRI
000,01,2383,BUCK
000,01,2407,PATT
000,01,2412,KOHL
000,01,2448,U HA
000,01,2451,CARL
000,01,2452,KEYS
000,01,2452,KEYS
000,01,2462,ROBE
000,01,2469,BEAC
000,01,2482,MATT
000,01,2482,MATT
000,01,2484,RANI
000,01,2514,ANNS
000,01,2519,ARMA
000,01,2525,7 EL
000,01,2542,ANDR
000,01,2547,DANI
000,01,2562,GLAS
000,01,2571,NANC
000,01,2571,NANC
000,01,2592,DERM
000,01,2615,ABC 
000,01,2616,J AR
000,01,2657,NVOM
000,01,2671,WOOD
000,01,2696,MILL
000,01,2696,MILL
000,01,2708,TOYO
000,01,2725,SITE
000,01,2725,SITE
000,01,2783,TRAN
000,01,2785,SAND
000,01,2804,ARI 
000,01,2804,ARI 
000,01,2834,FORE
000,01,2839,THE 
000,01,2900,LIVA
000,01,2907,RAVE
000,01,2911,CONS
000,01,2914,THE 
000,01,2914,THE 
000,01,2917,CONR
000,01,2917,CONR
000,01,2930,MODE
000,01,2961,DAVI
000,01,2968,GOSN
000,01,2998,ROGE
000,01,2999,JAY 
000,01,3048,HEAL
000,01,3052,OLD 
000,01,3052,OLD 
000,01,3060,PROF
000,01,3127,KENN
000,01,3163,DARK
000,01,3177,INTE
000,01,3201,DOMI
000,01,3205,JAND
000,01,3238,SAMS
000,01,3251,CROW
000,01,3251,CROW
000,01,3251,CROW
000,01,3260,SOLU
000,01,3278,NOVA
000,01,3280,BRAY
000,01,3289,FOOD
000,01,3311,NEW 
000,01,3311,NEW 
   000,01,3328,J
000,01,3345,VIEN
000,01,3351,NEUB
000,01,3351,NEUB
000,01,3368,JOUR
000,01,3372,ASSU
000,01,3372,ASSU
000,01,3390,JORG
000,01,3390,JORG
000,01,3416,HUFF
000,01,3427,DCB 
000,01,3444,MY H
000,01,3455,MARK
000,01,3455,MARK
000,01,3469,PLOU
000,01,3486,ENTE
000,01,3517,ROY 
000,01,3548,SZEC
000,01,3560,LINS
000,01,3560,LINS
000,01,3562,POTO
000,01,3616,LAS 
000,01,3620,PUBL
000,01,3680,POHI
000,01,3682,XSYS
000,01,3711,WHIT
000,01,3712,PETT
000,01,3723,ASTO
000,01,3723,ASTO
000,01,3723,ASTO
000,01,3723,ASTO
000,01,3733,HERN
000,01,3739,WALD
000,01,3748,CHAN
000,01,3764,FRAN
000,01,3775,REST
000,01,3783,EMMA
000,01,3807,WEST
000,01,3807,WEST
000,01,3809,KOES
000,01,3817,FAIR
000,01,3826,DOMI
000,01,3830,AIR 
000,01,3835,BIAS
000,01,3841,SKEC
000,01,3842,ROMA
000,01,3853,VIRG
000,01,3857,MT V
000,01,3857,MT V
000,01,3859,HRB 
000,01,3866,L S 
000,01,3877,QUAN
000,01,3914,SLIN
000,01,3914,SLIN
000,01,3932,J S 
000,01,3949,EHLE
000,01,3951,BOAT
000,01,3951,BOAT
000,01,3952,AMER
000,01,3952,AMER
000,01,3952,AMER
000,01,3955,LEGA
000,01,3960,SEIN
000,01,3960,SEIN
000,01,3981,MAMI
000,01,3987,AMER
000,01,3989,ENRI
000,01,4002,REGE
000,01,4022,COMF
000,01,4022,COMF
000,01,4059,GRAP
000,01,4072,HOP 
000,01,4082,FD A
000,01,4082,FD A
000,01,4093,AMER
000,01,4094,LEE 
000,01,4094,LEE 
000,01,4156,JC B
000,01,4156,JC B
000,01,4170,LEW 
000,01,4190,TARG
000,01,4196,VAUL
000,01,4196,VAUL
000,01,4221,SONC
000,01,4233,KARI
000,01,4233,KARI
000,01,4250,KOHL
000,01,4256,UNIT
000,01,4303,MOUN
000,01,4304,SPAR
000,01,4316,METR
000,01,4363,ALLI
000,01,4382,KRAM
000,01,4385,JIM 
000,01,4385,JIM 
000,01,4387,EYE 
000,01,4391,KEVI
000,01,4398,SAND
000,01,4411,TRIP
000,01,4411,TRIP
000,01,4412,LAKE
000,01,4418,CLAS
000,01,4418,CLAS
000,01,4432,SECU
000,01,4441,NVM 
000,01,4442,CREV
000,01,4451,GARY
000,01,4455,CENT
000,01,4455,CENT
000,01,4460,OLDE
000,01,4469,NORA
000,01,4474,ECON
000,01,4474,ECON
000,01,4488,KEVI
000,01,4491,GATE
000,01,4517,LITT
000,01,4520,JACK
000,01,4520,JACK
000,01,4541,HORI
000,01,4574,PEAR
000,01,4578,MCDO
000,01,4584,MCDO
000,01,4585,MCON
000,01,4589,LORD
000,01,4595,CVS/
000,01,4616,HOM 
000,01,4628,ANKU
000,01,4628,ANKU
000,01,4635,SALL
000,01,4647,QUAL
000,01,4654,REGE
000,01,4665,KEN 
000,01,4692,SAGE
000,01,4702,MARS
000,01,4708,STAT
000,01,4729,HOLL
000,01,4786,WAND
000,01,4787,NEW 
000,01,4798,KTA 
000,01,4806,HERN
000,01,4811,T I 
000,01,4818,ADVA
000,01,4819,RYAN
000,01,4822,ADVA
000,01,4851,ITFE
000,01,4859,HIBE
000,01,4859,HIBE
000,01,4900,SCHM
000,01,4913,POOL
000,01,4919,ORAL
000,01,4919,ORAL
000,01,4921,EVER
000,01,4945,DEGN
000,01,4948,JGW 
000,01,4948,JGW 
000,01,4958,HEAL
000,01,4973,GROV
000,01,4986,JUAN
000,01,4998,VOLE
000,01,5014,MODE
000,01,5017,DEBR
000,01,5017,DEBR
000,01,5032,PLAN
000,01,5032,PLAN
000,01,5055,110 
000,01,5056,CHAR
000,01,5066,BIXA
000,01,5066,BIXA
000,01,5074,MERR
000,01,5074,MERR
000,01,5078,DIST
000,01,5078,DIST
000,01,5089,RONA
000,01,5098,PINN
000,01,5140,AUTO
000,01,5140,AUTO
000,01,5142,PAPA
000,01,5147,PAPA
000,01,5183,REST
000,01,5185,FIRS
000,01,5238,MEDO
000,01,5257,NEUR
000,01,5257,NEUR
000,01,5265,ASSO
000,01,5267,FINN
000,01,5272,VAN 
000,01,5295,EXEC
000,01,5295,EXEC
000,01,5297,EXPR
000,01,5297,EXPR
000,01,5372,AHMA
000,01,5373,EMCO
000,01,5378,D-TE
000,01,5379,WOOD
000,01,5380,CHAN
000,01,5389,UNDE
000,01,5389,UNDE
000,01,5390,STAT
000,01,5410,V PA
000,01,5415,PM W
000,01,5417,CDR 
000,01,5417,CDR 
000,01,5425,WDC 
000,01,5436,DR N
000,01,5449,MART
000,01,5449,MART
 000,01,5462,TNS
000,01,5488,CIRC
000,01,5502,PIER
000,01,5508,EDSA
000,01,5512,ABE'
000,01,5528,PROF
000,01,5528,PROF
000,01,5543,PAW 
000,01,5547,MORA
000,01,5547,MORA
000,01,5549,WOLF
000,01,5553,JOVI
000,01,5553,JOVI
000,01,5580,MAO 
000,01,5594,TYSO
000,01,5639,CORN
000,01,5692,ARCA
000,01,5706,PRO 
000,01,5715,CARE
000,01,5718,SUGA
000,01,5718,SUGA
000,01,5736,EAR 
000,01,5757,GOLD
000,01,5762,MOND
000,01,5762,MOND
000,01,5769,AVIS
000,01,5773,DEEM
000,01,5773,DEEM
000,01,5774,HRB 
000,01,5793,LINC
000,01,5793,LINC
000,01,5818,TYSO
000,01,5818,TYSO
000,01,5821,APPL
000,01,5896,LOGA
000,01,5916,EARL
000,01,5916,EARL
000,01,5996,FRAN
000,01,5996,FRAN
000,01,5998,DUNN
000,01,5998,DUNN
000,01,6002,WALK
000,01,6018,DOMI
000,01,6065,INTE
000,01,6066,ADVA
000,01,6067,EHRL
000,01,6067,EHRL
000,01,6090,ADVA
000,01,6090,ADVA
000,01,6092,OAKV
000,01,6098,PATT
000,01,6123,JANE
000,01,6127,VIRG
000,01,6127,VIRG
000,01,6140,GLOB
000,01,6142,GRAS
000,01,6147,MCLE
000,01,6150,A P 
000,01,6188,SPRI
000,01,6214,WARW
000,01,6227,SAGE
000,01,6234,PRES
000,01,6262,E LE
000,01,6266,KEY 
000,01,6270,DOUG
000,01,6273,RIVK
000,01,6277,MODE
000,01,6282,GLOR
000,01,6282,GLOR
000,01,6288,KIND
000,01,6306,GAME
000,01,6323,MARS
000,01,6338,MV C
000,01,6338,MV C
000,01,6338,MV C
000,01,6358,CLAR
000,01,6440,SPRI
000,01,6444,RT 7
000,01,6444,RT 7
000,01,6492,ADLE
000,01,6512,CAPI
000,01,6512,CAPI
000,01,6512,CAPI
000,01,6517,SPRI
000,01,6528,SENE
000,01,6528,SENE
000,01,6536,TITA
000,01,6541,TIBU
000,01,6541,TIBU
000,01,6552,ADVA
000,01,6553,ADVA
000,01,6570,KELL
000,01,6577,THE 
000,01,6590,OLD 
000,01,6627,TIRE
000,01,6627,TIRE
000,01,6669,QUAD
000,01,6710,STIL
000,01,6718,STOL
000,01,6718,STOL
000,01,6741,UNIV
000,01,6751,EYE 
000,01,6751,EYE 
000,01,6754,SCHN
000,01,6781,SZEC
000,01,6781,SZEC
000,01,6799,STEV
000,01,6813,MCDO
000,01,6813,MCDO
000,01,6837,KOL 
000,01,6865,ANTH
000,01,6878,KAIS
000,01,6897,RUTH
000,01,6897,RUTH
000,01,6904,MCDO
000,01,6904,MCDO
000,01,6906,BUIL
000,01,6917,OUTB
000,01,6917,OUTB
000,01,6942,MORN
000,01,6966,OCTA
000,01,6989,BOUC
000,01,7008,CENT
000,01,7025,REST
000,01,7028,LAND
000,01,7028,LAND
000,01,7059,KING
000,01,7106,TYSO
000,01,7111,FAIR
000,01,7120,OUTF
000,01,7120,OUTF
000,01,7127,SAGE
000,01,7131,LIWA
000,01,7145,FLAV
000,01,7151,TOTA
000,01,7151,TOTA
000,01,7156,JACO
000,01,7233,KUMO
000,01,7249,EAI 
000,01,7249,EAI 
000,01,7257,DECK
000,01,7284,COPT
000,01,7332,HOBS
000,01,7344,REST
000,01,7360,TRIT
000,01,7360,TRIT
000,01,7363,ADVA
000,01,7374,ADVA
000,01,7374,ADVA
000,01,7375,ATLA
000,01,7382,PIER
000,01,7389,KIM,
000,01,7394,EUGE
000,01,7409,THER
000,01,7418,MKGC
000,01,7419,MARS
000,01,7423,ARNO
000,01,7437,BELL
000,01,7437,BELL
000,01,7448,FREE
000,01,7448,FREE
000,01,7451,MILL
000,01,7451,MILL
000,01,7462,PINT
000,01,7462,PINT
000,01,7493,BARN
000,01,7523,COMM
000,01,7523,COMM
000,01,7529,E L 
000,01,7580,DULL
000,01,7580,DULL
000,01,7594,METR
000,01,7603,BATA
000,01,7622,TURK
000,01,7626,PEND
000,01,7634,SONI
000,01,7698,LEMA
000,01,7699,WHIT
000,01,7703,JUST
000,01,7705,STRA
000,01,7705,STRA
000,01,7716,P H 
000,01,7725,DOMI
000,01,7729,SEAT
000,01,7736,TSVI
000,01,7745,DAVI
000,01,7757,YORK
000,01,7757,YORK
000,01,7792,BEAU
000,01,7799,FAIR
000,01,7804,HERN
000,01,7847,SKYL
000,01,7853,SHOS
000,01,7853,SHOS
000,01,7882,EL P
000,01,7895,WHIT
000,01,7915,LOEB
000,01,7927,EDWA
000,01,7927,EDWA
000,01,7933,VINH
000,01,7938,VIEN
000,01,7938,VIEN
000,01,7941,PM P
000,01,7953,AIRE
000,01,7962,CCP 
000,01,7983,LANG
000,01,7995,MEAD
000,01,8000,DAWI
000,01,8001,SONI
000,01,8012,BLAS
000,01,8020,EVAN
000,01,8023,DESI
000,01,8034,G2 A
000,01,8034,G2 A
000,01,8038,SUSA
000,01,8063,F A 
000,01,8065,COLL
000,01,8068,ECON
000,01,8083,M IN
000,01,8097,MCLE
000,01,8097,MCLE
000,01,8099,WISE
000,01,8111,RICH
000,01,8126,FINA
000,01,8134,FERI
000,01,8134,FERI
000,01,8155,PAYL
000,01,8155,PAYL
000,01,8168,A 1 
000,01,8175,GERI
000,01,8177,SALO
000,01,8240,SUSA
000,01,8240,SUSA
000,01,8251,FM G
000,01,8251,FM G
000,01,8273,IN-H
000,01,8273,IN-H
000,01,8286,SAFE
000,01,8286,SAFE
000,01,8299,ENTE
000,01,8306,SHUT
000,01,8313,NATI
000,01,8328,SILV
000,01,8330,VIST
000,01,8330,VIST
000,01,8332,SILV
000,01,8332,SILV
000,01,8338,CORT
000,01,8348,MAND
000,01,8362,SUGA
000,01,8368,LAKE
000,01,8407,VEEK
000,01,8407,VEEK
000,01,8423,H M 
000,01,8441,THE 
000,01,8441,THE 
000,01,8447,KUGL
000,01,8457,C C 
000,01,8458,ENGL
000,01,8459,JM P
000,01,8459,JM P
000,01,8469,BRIA
000,01,8480,HYAT
000,01,8509,MCLE
000,01,8524,R H 
000,01,8532,ADTE
000,01,8546,STEP
000,01,8551,KYRG
000,01,8559,KEYS
000,01,8567,NIGH
000,01,8572,LOU'
000,01,8595,MARC
000,01,8633,BRIC
000,01,8637,PORT
000,01,8637,PORT
000,01,8637,PORT
000,01,8639,DYNA
000,01,8659,EMOR
000,01,8682,ABC 
000,01,8684,SILV
000,01,8690,W D 
000,01,8707,GEOG
000,01,8707,GEOG
000,01,8721,GOMA
000,01,8725,GARY
000,01,8735,TIPP
000,01,8771,S & 
000,01,8786,FRAN
000,01,8786,FRAN
000,01,8792,HOLL
000,01,8792,HOLL
000,01,8805,AMER
000,01,8807,MAE'
000,01,8821,TUAN
000,01,8824,SIR 
000,01,8827,WEIL
000,01,8841,VII 
000,01,8842,BEAL
000,01,8842,BEAL
000,01,8846,HOME
000,01,8860,MODE
000,01,8860,MODE
000,01,8868,TAVE
000,01,8877,MBH 
000,01,8891,RAMO
000,01,8903,A-N-
000,01,8909,A CH
000,01,8922,J & 
000,01,8922,J & 
000,01,8934,PEPS
000,01,8935,ROSE
000,01,8935,ROSE
000,01,8941,JIFF
000,01,8942,ZADN
000,01,8946,FIRE
000,01,8946,FIRE
000,01,8947,DANV
000,01,8947,DANV
000,01,8956,TJ M
000,01,8958,SOLI
000,01,8958,SOLI
000,01,8958,SOLI
000,01,8959,C&E 
000,01,8973,HOME
000,01,8973,HOME
000,01,8989,RAIN
000,01,8992,CLYD
000,01,9007,VIRG
000,01,9017,NORA
000,01,9035,GRAE
000,01,9053,HARR
000,01,9068,DUAN
000,01,9074,SMAL
000,01,9074,SMAL
000,01,9077,OTIS
000,01,9081,NORT
000,01,9089,CHER
000,01,9095,WTG 
000,01,9103,ALL 
000,01,9105,BR 0
000,01,9105,BR 0
000,01,9105,BR 0
000,01,9118,NVT 
000,01,9135,COVA
000,01,9136,JFJ 
000,01,9166,ZIMM
000,01,9166,ZIMM
000,01,9167,KIND
000,01,9169,L&J 
000,01,9183,COMM
000,01,9192,AMER
000,01,9208,MIKE
000,01,9239,HAMI
000,01,9242,MICR
000,01,9242,MICR
000,01,9243,EVEN
000,01,9254,ATKI
000,01,9260,EVOL
000,01,9284,UNIT
000,01,9284,UNIT
000,01,9303,PRAG
000,01,9330,TIMO
000,01,9330,TIMO
000,01,9360,COUN
000,01,9361,CAPI
000,01,9364,KORE
000,01,9375,BLAN
000,01,9381,BILL
000,01,9385,HUNT
000,01,9385,HUNT
000,01,9390,KRAF
000,01,9390,KRAF
000,01,9442,BRUC
000,01,9442,BRUC
000,01,9453,GAMM
000,01,9472,ALEX
000,01,9474,CORP
000,01,9532,PUBL
000,01,9532,PUBL
000,01,9539,ESTR
000,01,9545,JOHN
000,01,9545,JOHN
000,01,9557,MILL
000,01,9558,CAPI
000,01,9558,CAPI
000,01,9565,SHOW
000,01,9591,CONS
000,01,9614,RIVE
000,01,9625,LSG 
000,01,9674,JUNI
000,01,9674,JUNI
000,01,9674,JUNI
000,01,9691,VINS
000,01,9691,VINS
000,01,9716,MILL
000,01,9777,BURG
000,01,9784,DR L
000,01,9784,DR L
000,01,9798,MID-
000,01,9798,MID-
000,01,9801,TRAN
000,01,9818,MSC 
000,01,9837,SHAK
000,01,9837,SHAK
000,01,9852,LANC
000,01,9852,LANC
000,01,9867,LEE-
000,01,9876,VICT
000,01,9904,COSM
000,01,9923,MACR
000,01,9944,RBD 
000,01,9964,ATLA
000,01,9969,SODE
000,01,9987,SCHU
000,02,0009,VISI
000,02,0009,VISI
000,02,0010,TAST
000,02,0016,TERR
000,02,0017,BOWA
000,02,0020,UNIP
000,02,0029,BRYA
000,02,0033,GREE
000,02,0042,BALL
000,02,0042,BALL
000,02,0072,MIST
000,02,0076,L & 
000,02,0088,SELE
000,02,0088,SELE
000,02,0095,SAN 
000,02,0096,CREA
000,02,0108,FAUL
000,02,0110,GODI
000,02,0110,GODI
000,02,0114,REIN
000,02,0122,REST
000,02,0122,REST
000,02,0142,CANI
000,02,0142,CANI
000,02,0143,COLU
000,02,0148,STAR
000,02,0159,QUAL
000,02,0164,PROM
000,02,0168,JULI
000,02,0194,ATLA
000,02,0194,ATLA
000,02,0201,POPE
000,02,0216,FIRS
000,02,0216,FIRS
000,02,0264,BRAD
000,02,0270,3DNE
000,02,0270,3DNE
000,02,0278,GOOD
000,02,0298,PRIM
000,02,0301,PRI 
000,02,0303,GIAN
000,02,0303,GIAN
000,02,0352,ORGA
000,02,0381,L & 
000,02,0381,L & 
000,02,0385,KEN 
000,02,0403,RL R
000,02,0433,AUTU
000,02,0433,AUTU
000,02,0442,MHM 
000,02,0472,CITY
000,02,0474,CHIC
000,02,0476,REDM
000,02,0476,REDM
000,02,0487,MARK
000,02,0492,YORK
000,02,0492,YORK
000,02,0498,ROOT
000,02,0505,BLIN
000,02,0523,SIEM
000,02,0530,VINC
000,02,0557,DINK
000,02,0566,INTE
000,02,0619,S K 
000,02,0631,REMB
000,02,0631,REMB
000,02,0644,LIVI
000,02,0644,LIVI
000,02,0646,FANT
000,02,0654,VIT 
000,02,0654,VIT 
000,02,0665,THE 
000,02,0665,THE 
000,02,0718,STRA
000,02,0718,STRA
000,02,0723,LIVI
000,02,0723,LIVI
000,02,0752,BOOZ
000,02,0755,FORD
000,02,0764,ANGE
000,02,0774,ROYA
000,02,0812,ADLI
000,02,0836,CHAR
000,02,0887,WOOD
000,02,0903,LIND
000,02,0921,CLEA
000,02,0929,SOUL
000,02,0930,P O 
000,02,0949,BOLA
000,02,0949,BOLA
000,02,0982,RADI
000,02,1042,FRAN
000,02,1043,TETR
000,02,1043,TETR
000,02,1049,VOLK
000,02,1095,CORP
000,02,1099,POUL
000,02,1103,YOO'
000,02,1103,YOO'
000,02,1125,MYND
000,02,1125,MYND
000,02,1138,SPRI
000,02,1138,SPRI
000,02,1147,ADAP
000,02,1175,EUCL
000,02,1175,EUCL
000,02,1186,ANNA
000,02,1198,STAR
000,02,1200,PROS
000,02,1210,DAVI
000,02,1216,B J 
000,02,1216,B J 
000,02,1236,DIAL
000,02,1256,MARI
000,02,1264,CHRI
000,02,1268,CROS
000,02,1268,CROS
000,02,1271,AMER
000,02,1273,S/H 
000,02,1273,S/H 
000,02,1287,FIRS
000,02,1287,FIRS
000,02,1343,KOPI
000,02,1343,KOPI
000,02,1379,RACK
000,02,1379,RACK
000,02,1409,PIKE
000,02,1424,CREA
000,02,1432,IDEA
000,02,1439,FAIR
000,02,1439,FAIR
000,02,1439,FAIR
000,02,1464,CAPI
000,02,1493,C & 
000,02,1493,C & 
000,02,1503,WEI 
000,02,1512,SAKS
000,02,1520,INFI
000,02,1520,INFI
000,02,1521,WHIT
000,02,1526,GRAV
000,02,1527,COLO
000,02,1534,JOST
000,02,1550,ROUN
000,02,1557,SMRE
000,02,1557,SMRE
000,02,1570,BT A
000,02,1570,BT A
000,02,1584,TUGB
000,02,1591,GARY
000,02,1622,DAIN
000,02,1625,AMER
000,02,1653,OKAD
000,02,1658,STRA
000,02,1679,WELL
000,02,1691,AUTH
000,02,1691,AUTH
000,02,1705,NORT
000,02,1705,NORT
000,02,1723,PUBL
000,02,1725,RENT
000,02,1737,THOM
000,02,1737,THOM
000,02,1746,KING
000,02,1777,JT'S
000,02,1792,JACK
000,02,1794,STEP
000,02,1812,DAVI
000,02,1812,DAVI
000,02,1813,C/O 
000,02,1822,HAMP
000,02,1822,HAMP
000,02,1838,THE 
000,02,1843,STUA
000,02,1844,CORP
000,02,1846,CARD
000,02,1859,P&J 
000,02,1884,NEW 
000,02,1884,NEW 
000,02,1896,HERN
000,02,1913,HEID
000,02,1938,BURG
000,02,1947,HUDE
000,02,1948,FORC
000,02,1956,7 EL
000,02,1960,D & 
000,02,1964,MELO
000,02,1964,MELO
000,02,1965,TRIN
000,02,1965,TRIN
000,02,1965,TRIN
000,02,1973,QUAL
000,02,1982,C & 
000,02,2008,MAPL
000,02,2010,CAKE
000,02,2011,TYSO
000,02,2012,HTCA
000,02,2017,WILL
000,02,2098,ABP 
000,02,2098,ABP 
000,02,2109,MICH
000,02,2109,MICH
000,02,2109,MICH
000,02,2120,IREN
000,02,2136,ASPI
000,02,2160,CALE
000,02,2197,CULM
000,02,2204,LYNN
000,02,2211,ITSY
000,02,2215,AUDI
000,02,2217,CONS
000,02,2231,RICH
000,02,2231,RICH
000,02,2245,EMHA
000,02,2246,CONT
000,02,2247,REST
000,02,2254,A J 
000,02,2254,A J 
000,02,2267,TEDD
000,02,2285,THOM
000,02,2285,THOM
000,02,2313,ASSO
000,02,2326,MAST
000,02,2350,MT V
000,02,2352,7 EL
000,02,2353,PODI
000,02,2354,ACOU
000,02,2355,CREA
000,02,2360,DEVY
000,02,2373,INTE
000,02,2374,ASM 
000,02,2391,EXPR
000,02,2408,CARO
000,02,2408,CARO
000,02,2413,CHAP
000,02,2437,ASHC
000,02,2437,ASHC
000,02,2461,UNIT
000,02,2471,ROBE
000,02,2471,ROBE
000,02,2501,MAGI
000,02,2501,MAGI
000,02,2501,MAGI
000,02,2538,OH K
000,02,2540,J H 
000,02,2546,MICH
000,02,2552,SAFE
000,02,2584,SUNR
000,02,2585,AMER
000,02,2606,TLC4
000,02,2626,CHAN
000,02,2627,WHOL
000,02,2634,VAUG
000,02,2637,AMEN
000,02,2644,DWYE
000,02,2644,DWYE
000,02,2644,DWYE
000,02,2645,ISLE
000,02,2646,ODIE
000,02,2653,STAN
000,02,2653,STAN
000,02,2665,RATH
000,02,2665,RATH
000,02,2672,EBGS
000,02,2673,COME
000,02,2701,LORT
000,02,2731,POTO
000,02,2731,POTO
000,02,2731,POTO
000,02,2760,RAVE
000,02,2774,WAVE
000,02,2788,MALI
000,02,2788,MALI
000,02,2795,BPLA
000,02,2795,BPLA
000,02,2796,HAIR
000,02,2796,HAIR
000,02,2806,CHAN
000,02,2808,MC O
000,02,2808,MC O
000,02,2812,LIND
000,02,2815,MAXI
000,02,2815,MAXI
000,02,2821,A MO
000,02,2833,ONGR
000,02,2866,MARS
000,02,2872,CAPI
000,02,2879,FORR
000,02,2942,INTE
000,02,2962,LAKE
000,02,2962,LAKE
000,02,2976,EDWA
000,02,2996,KARE
000,02,3000,SELE
000,02,3000,SELE
000,02,3004,KARE
000,02,3004,KARE
000,02,3019,EDEL
000,02,3040,WALS
000,02,3040,WALS
 000,02,3062,ATS
000,02,3074,FRAN
000,02,3074,FRAN
000,02,3094,MEDE
000,02,3098,LIMS
000,02,3112,D 3 
000,02,3112,D 3 
000,02,3113,MOTE
000,02,3113,MOTE
000,02,3135,ELEC
000,02,3142,SPIR
000,02,3151,EAVE
000,02,3163,FOX 
000,02,3181,GERA
000,02,3215,FAIR
000,02,3215,FAIR
000,02,3222,FAMI
000,02,3232,NEFF
000,02,3232,NEFF
000,02,3234,LEON
000,02,3234,LEON
000,02,3277,MEDI
000,02,3294,IN B
000,02,3309,MACO
000,02,3316,ALON
000,02,3333,FAIR
000,02,3344,HIGH
000,02,3345,KOBU
000,02,3345,KOBU
000,02,3353,BACH
000,02,3358,J & 
000,02,3361,R A 
000,02,3364,TOTA
000,02,3365,IDEA
000,02,3376,MUSI
000,02,3382,DRS 
000,02,3382,DRS 
000,02,3385,BAIL
000,02,3385,BAIL
000,02,3392,RUSS
000,02,3398,MICH
000,02,3415,DODS
000,02,3415,DODS
000,02,3433,GENE
000,02,3433,GENE
000,02,3438,PS C
000,02,3438,PS C
000,02,3472,ALLI
000,02,3476,EXCE
000,02,3476,EXCE
000,02,3499,BOYL
000,02,3500,LOON
000,02,3517,WATS
000,02,3540,TERR
000,02,3540,TERR
000,02,3553,E4H-
000,02,3554,COLO
000,02,3557,SCOT
000,02,3561,NEXT
000,02,3561,NEXT
000,02,3563,DECO
000,02,3571,LIGH
000,02,3571,LIGH
000,02,3583,DAVI
000,02,3589,CUTR
000,02,3629,GENE
000,02,3640,CARR
000,02,3655,JACK
000,02,3655,JACK
000,02,3657,MULT
000,02,3671,MID-
000,02,3671,MID-
000,02,3679,RSEN
000,02,3679,RSEN
000,02,3682,HANC
000,02,3695,POTO
000,02,3695,POTO
000,02,3712,SORT
000,02,3726,WIND
000,02,3726,WIND
000,02,3731,JOHN
000,02,3736,LYON
000,02,3738,BENC
000,02,3754,VLAN
000,02,3782,GREE
000,02,3801,INTE
000,02,3801,INTE
000,02,3809,GOLD
000,02,3821,MIKE
000,02,3837,PETE
000,02,3837,PETE
000,02,3837,PETE
000,02,3858,LU'S
000,02,3897,KING
000,02,3899,MARC
000,02,3935,L B 
000,02,3944,FIDE
000,02,3952,SOUT
000,02,3953,VISI
000,02,3953,VISI
000,02,3956,VCA 
000,02,3982,ADVA
000,02,4000,CAPI
000,02,4013,J & 
000,02,4024,CENT
000,02,4075,MILA
000,02,4102,WILS
000,02,4102,WILS
000,02,4150,HARD
000,02,4169,CRAI
000,02,4177,UNIT
000,02,4177,UNIT
000,02,4187,SHOP
