Acctype,Accountnumber,Vin
I,A23805690,1505
I,A23805690,1067
I,A23805785,6742
I,A23805785,3900
I,A23805822,4869
I,A23805822,3631
I,A23805841,89TR
I,A23805845,3654
I,A23805848,0783
I,A23805853,6885
I,A23805854,0100
I,A23805855,6369
I,A23805864,9735
I,A23805865,1257
I,A23805868,4165
I,A23805868,3763
I,A23805869,8912
I,A23805871,7084
I,A23805871,9344
I,A23805875,0037
I,A23805875,3878
I,A23805878,7346
I,A23805880,1076
I,A23805964,3767
I,A23805964,1513
I,A23805966,0344
I,A23805970,4836
I,A23805970,7137
I,A23805972,4521
I,A23805973,0397
I,A23805974,4899
I,A23805975,0451
I,A23805975,4428
I,A23805979,1933
I,A23805984,1961
I,A23805984,0083
I,A23805986,2823
I,A23805992,5858
I,A23805993,2844
I,A23805994,4683
I,A23806005,1409
I,A23806005,6920
I,A23806009,0472
I,A23806009,0042
I,A23806011,4774
I,A23806014,5013
I,A23806014,1920
I,A23806016,2035
I,A23806017,2070
I,A23806019,9340
I,A23806019,3879
I,A23806045,3140
I,A23806045,6138
I,A23806047,4176
I,A23806050,1530
I,A23806090,3380
I,A23806094,5601
I,A23806094,3786
I,A23806176,4679
I,A23806178,4806
I,A23806191,9560
I,A23806191,1600
I,A23806194,3443
I,A23806196,0603
I,A23806207,4209
I,A23806208,6898
I,A23806208,2639
I,A23806212,6051
I,A23806219,7813
I,A23806256,2405
I,A23806256,8599
I,A23806259,0191
I,A23806259,9563
I,A23806261,6517
I,A23806271,7990
I,A23806277,6504
I,A23806278,4189
I,A23806279,6292
I,A23806280,3705
I,A23806280,3084
I,A23806284,8784
I,A23806285,3678
I,A23806289,6274
I,A23806291,2217
I,A23806291,5996
I,A23806316,9107
I,A23806317,6841
I,A23806318,5025
I,A23806372,2596
I,A23806444,7483
I,A23806450,2136
I,A23806458,1064
I,A23806501,3218
I,A23806501,8508
I,A23806530,7827
I,A23806547,7083
 I,A23806555,nan
I,A23806556,5187
I,A23806580,3033
I,A23806584,9969
I,A23806628,9881
I,A23806652,3784
I,A23806654,8979
I,A23806654,7425
I,A23806655,8964
I,A23806665,5986
I,A23806665,2512
I,A23806666,9177
I,A23806667,0617
I,A23806673,4274
I,A23806676,2088
I,A23806687,8880
I,A23806688,1399
I,A23806690,1109
I,A23806691,0416
I,A23806735,3004
I,A23806736,9192
I,A23806737,8108
I,A23806739,8341
I,A23806741,8631
I,A23806741,7551
I,A23806742,3818
I,A23806747,3892
I,A23806748,7213
I,A23806787,2194
I,A23806787,7613
I,A23806789,0466
I,A23806789,8158
I,A23806807,5807
I,A23806807,3459
I,A23806810,4488
I,A23806811,1335
I,A23806813,9312
I,A23806936,0391
I,A23806965,7648
I,A23806969,4742
I,A23807068,2622
I,A23807068,7900
I,A23807079,7279
I,A23807079,0576
I,A23807135,9595
I,A23807187,6898
I,A23807187,7729
I,A23807240,4995
I,A23807246,3826
I,A23807251,9360
I,A23807253,7254
I,A23807261,8916
I,A23807279,8896
I,A23807279,5458
I,A23807285,3814
I,A23807375,9994
I,A23807398,0556
I,A23807401,2024
I,A23807402,7453
I,A23807467,8458
I,A23807470,8336
I,A23807475,1505
I,A23807476,4663
I,A23807477,7931
I,A23807554,0551
I,A23807573,5892
I,A23807575,6326
I,A23807578,2263
I,A23807673,5425
I,A23807720,3722
I,A23807722,9559
I,A23807752,8813
I,A23807752,1928
I,A23807824,6075
I,A23807890,2507
I,A23807891,0688
I,A23807976,2309
I,A23807979,2712
I,A23807984,4601
I,A23807996,1063
I,A23807996,8888
I,A23808117,7717
I,A23808119,4404
I,A23808123,3441
I,A23808123,6121
I,A23808124,1058
I,A23808144,7611
I,A23808144,7510
I,A23808147,5186
I,A23808148,7301
I,A23808149,6113
I,A23808149,4334
I,A23808151,3918
I,A23808153,1519
I,A23808226,4114
I,A23808247,2980
I,A23808250,9921
I,A23808250,5090
I,A23808253,1326
I,A23808253,5938
I,A23808257,3290
I,A23808258,5763
I,A23808258,6982
I,A23808258,4913
I,A23808261,9728
I,A23808263,5300
I,A23808267,0731
I,A23808268,9487
I,A23808275,0880
I,A23808276,2011
I,A23808287,6554
I,A23808287,7591
I,A23808288,2892
I,A23808290,7250
I,A23808295,8887
I,A23808361,2378
I,A23808362,7827
I,A23808363,0241
I,A23808363,7124
I,A23808364,7251
I,A23808365,0165
I,A23808447,7391
I,A23808467,7095
I,A23808472,0195
I,A23808472,9030
I,A23808475,6962
I,A23808478,6822
I,A23808478,3627
I,A23808479,1455
I,A23808479,1328
I,A23808499,4706
I,A23808515,1590
I,A23808538,2236
I,A23808542,3591
I,A23808542,0005
I,A23808543,3795
I,A23808543,3426
I,A23808560,1574
I,A23808561,8555
I,A23808562,3923
I,A23808609,2128
I,A23808626,0081
I,A23808667,5627
I,A23808671,7899
I,A23808672,8257
I,A23808673,7382
I,A23808678,5832
I,A23808798,9771
I,A23808800,5043
I,A23808815,9278
I,A23808815,0628
I,A23808836,0590
I,A23808840,9127
I,A23808960,3871
I,A23808982,7835
I,A23808983,4234
I,A23809002,4894
I,A23809005,4541
I,A23809013,1025
I,A23809021,0089
I,A23809036,9814
I,A23809038,8858
I,A23809038,8921
I,A23809042,6483
I,A23809042,7476
I,A23809042,3870
I,A23809044,8590
I,A23809072,1591
I,A23809077,1061
I,A23809081,1194
I,A23809106,0231
I,A23809110,9468
I,A23809120,7127
I,A23809140,8192
I,A23809140,9772
I,A23809143,2505
I,A23809163,2333
I,A23809174,4171
I,A23809197,5737
I,A23809208,3751
I,A23809208,3613
I,A23809211,9943
I,A23809249,2054
I,A23809250,5396
I,A23809255,3935
I,A23809255,4896
I,A23809282,1950
I,A23809282,8088
I,A23809285,0135
I,A23809286,3359
I,A23809303,7258
I,A23809311,2460
I,A23809600,0291
I,A23809601,6796
I,A23809601,6658
I,A23809604,8218
I,A23809605,7902
I,A23809605,7455
I,A23809666,1165
I,A23809776,5827
I,A23809779,2725
I,A23809779,7887
I,A23809785,3545
I,A23809787,1981
I,A23809832,7139
I,A23809849,5614
I,A23809868,3403
I,A23809977,2873
I,A23809978,3963
I,A23809980,3509
I,A23809981,0273
I,A23809996,1564
I,A23810122,0939
I,A23810123,4818
I,A23810125,5208
I,A23810128,0853
I,A23810129,0019
I,A23810129,0410
I,A23810131,3315
I,A23810131,5820
I,A23810171,9932
I,A23810174,9916
I,A23810175,9251
I,A23810181,2780
I,A23810220,2776
I,A23810221,9659
I,A23810224,0416
I,A23810227,0945
I,A23810230,1693
I,A23810330,4990
I,A23810337,8163
I,A23810339,5829
I,A23810339,4117
I,A23810353,1944
I,A23810354,0791
I,A23810354,0640
I,A23810369,7159
I,A23810377,2458
I,A23810377,7532
I,A23810388,6892
I,A23810394,8721
I,A23810397,7653
I,A23810397,5685
I,A23810403,4516
I,A23810403,6698
I,A23810442,1839
I,A23810443,4666
I,A23810448,5936
I,A23810448,1816
I,A23810457,1325
I,A23810463,2749
I,A23810467,8611
I,A23810467,7170
I,A23810518,0850
I,A23810519,0477
I,A23810521,2065
I,A23810621,6142
I,A23810629,9345
I,A23810640,8870
I,A23810669,2860
I,A23810672,0945
I,A23810677,0325
I,A23810678,9741
I,A23810688,0233
I,A23810701,3765
I,A23810701,3665
I,A23810768,3662
I,A23810768,3440
I,A23810791,0909
I,A23810794,2162
I,A23810799,5434
I,A23810842,0180
I,A23810914,1101
I,A23810914,5069
I,A23811002,8695
I,A23811009,1838
I,A23811014,3582
I,A23811015,3509
I,A23811028,2275
I,A23811031,0356
I,A23811104,0006
I,A23811104,0006
I,A23811105,1070
I,A23811106,5119
I,A23811107,3753
I,A23811107,5325
I,A23811112,3587
I,A23811114,6939
I,A23811114,7324
I,A23811116,7012
I,A23811121,6377
I,A23811123,0047
I,A23811130,0927
I,A23811265,5691
I,A23811268,4386
I,A23811268,9842
I,A23811269,3746
I,A23811276,1359
I,A23811276,7238
I,A23811280,8511
I,A23811280,2338
I,A23811282,0274
I,A23811282,1140
I,A23811283,2937
I,A23811283,5618
I,A23811302,3274
I,A23811302,0958
I,A23811303,4904
I,A23811303,5300
I,A23811305,7061
I,A23811309,81O6
I,A23811309,4153
I,A23811326,4830
I,A23811329,4682
I,A23811332,3708
I,A23811332,4262
I,A23811342,9195
I,A23811345,4197
I,A23811345,4308
I,A23811351,3678
I,A23811353,4698
I,A23811358,6577
I,A23811367,9336
I,A23811367,6472
I,A23811369,5471
I,A23811369,4054
I,A23811378,1630
I,A23811378,5398
I,A23811380,5785
I,A23811394,2112
I,A23811395,5294
I,A23811402,9859
I,A23811406,8028
I,A23811406,8357
I,A23811406,1270
I,A23811407,8670
I,A23811408,3574
I,A23811410,3348
I,A23811410,6345
I,A23811423,9511
I,A23811451,1682
I,A23811451,6533
I,A23811453,5615
I,A23811454,3553
I,A23811460,8207
I,A23811471,4372
I,A23811472,2635
I,A23811478,7341
I,A23811482,2993
I,A23811482,7461
I,A23811492,0931
I,A23811500,9975
I,A23811500,2239
I,A23811505,7773
I,A23811529,0510
I,A23811529,0327
I,A23811647,0042
I,A23811667,8658
I,A23811669,6093
I,A23811673,4614
I,A23811674,5542
I,A23811679,6565
I,A23811681,0785
I,A23811748,7289
I,A23811766,5228
I,A23811766,4026
I,A23811774,7936
I,A23811779,6738
I,A23811786,8176
I,A23811871,8864
I,A23811884,7619
I,A23811884,6961
I,A23811885,5909
I,A23811921,9828
I,A23811923,0469
I,A23811939,3589
I,A23811942,2434
I,A23811943,9004
I,A23811943,0463
I,A23811943,0135
I,A23811963,2330
I,A23811971,9711
I,A23811978,5265
I,A23812085,3634
I,A23812102,9700
I,A23812102,7037
I,A23812117,1133
I,A23812123,9189
I,A23812124,4320
I,A23812126,7500
I,A23812126,6282
I,A23812143,2213
I,A23812143,0884
I,A23812152,2981
I,A23812180,1402
I,A23812180,2124
I,A23812182,6575
I,A23812182,1819
I,A23812183,9667
I,A23812185,9371
I,A23812187,9193
I,A23812189,3120
I,A23812238,0797
I,A23812247,6549
I,A23812249,4256
I,A23812287,7629
I,A23812347,0373
I,A23812354,9448
I,A23812354,5235
I,A23812354,2335
I,A23812356,0057
I,A23812367,0925
I,A23812367,1017
I,A23812377,8762
I,A23812377,9050
I,A23812413,0896
I,A23812413,7220
I,A23812438,6296
I,A23812449,3129
I,A23812452,3189
I,A23812459,2135
I,A23812459,2340
I,A23812460,5499
I,A23812461,5948
I,A23812480,8496
I,A23812482,8299
I,A23812491,0270
I,A23812509,9732
I,A23812530,5879
I,A23812534,0842
I,A23812555,0515
I,A23812556,2777
I,A23812556,2107
I,A23812557,4480
I,A23812558,2862
I,A23812574,1281
I,A23812574,1528
I,A23812580,9161
I,A23812589,0825
I,A23812592,3576
I,A23812592,8324
I,A23812603,6038
I,A23812603,6791
I,A23812607,6880
I,A23812607,0281
I,A23812611,8602
I,A23812644,2091
I,A23812644,4574
I,A23812647,9409
I,A23812677,2920
I,A23812682,3111
I,A23812698,4971
I,A23812716,6849
I,A23812716,1787
I,A23812719,7529
I,A23812723,4245
I,A23812734,0787
I,A23812734,3552
I,A23812755,5450
I,A23812771,3441
I,A23812780,6424
I,A23812781,2270
I,A23812809,1334
I,A23812828,1443
I,A23812828,6651
I,A23812829,1981
I,A23812834,0638
I,A23812835,7959
I,A23812841,8274
 I,A23812873,nan
I,A23812873,4920
I,A23812876,2149
I,A23812876,1980
I,A23812879,3035
I,A23812889,0483
I,A23812889,4631
I,A23812910,6156
I,A23812933,4528
I,A23812937,0996
I,A23812973,9487
I,A23812984,5046
I,A23812984,2898
I,A23812985,0900
I,A23812985,3118
I,A23813001,0247
I,A23813007,5156
I,A23813122,6366
I,A23813123,5793
I,A23813146,9679
I,A23813146,9478
I,A23813155,4193
I,A23813156,2931
I,A23813174,4620
I,A23813175,5551
I,A23813175,3891
I,A23813322,8064
I,A23813323,1673
I,A23813325,0781
I,A23813330,3519
I,A23813332,9645
I,A23813337,0822
I,A23813337,9173
I,A23813340,2092
I,A23813341,7110
I,A23813343,7980
I,A23813343,6855
I,A23813346,5196
I,A23813346,4575
I,A23813350,3037
I,A23813350,0810
I,A23813452,6546
I,A23813452,4654
I,A23813456,3645
I,A23813456,4380
I,A23813458,1574
I,A23813459,2732
I,A23813459,2147
I,A23813469,1266
I,A23813476,5261
I,A23813477,4149
I,A23813477,1093
I,A23813486,8930
I,A23813486,6811
I,A23813491,7318
I,A23813491,8054
I,A23813491,7174
I,A23813492,4929
I,A23813493,5256
I,A23813497,6942
I,A23813497,2527
I,A23813498,0434
I,A23813498,6668
I,A23813501,6490
I,A23813541,4986
I,A23813543,0377
I,A23813598,4947
I,A23813619,2618
I,A23813619,0783
I,A23813620,2755
I,A23813621,TNAB
I,A23813621,5374
I,A23813631,9698
I,A23813631,6185
I,A23813704,6517
I,A23813704,3258
I,A23813709,9459
I,A23813709,8465
I,A23813711,7822
I,A23813758,9121
I,A23813758,9939
I,A23813759,3586
I,A23813804,4530
I,A23813927,1483
I,A23813927,4050
I,A23813928,3025
I,A23813928,9204
I,A23813934,8254
I,A23813985,2863
I,A23814098,3557
I,A23814156,8185
I,A23814186,4351
I,A23814188,0776
I,A23814193,8694
I,A23814305,5666
I,A23814317,6773
I,A23814318,4297
I,A23814330,6616
I,A23814432,0255
I,A23814483,7634
I,A23814483,6033
I,A23814500,9331
I,A23814505,4319
I,A23814513,8598
I,A23814520,4019
I,A23814535,0356
I,A23814583,6632
I,A23814583,6307
I,A23814585,4982
I,A23814585,5305
I,A23814593,2198
I,A23814597,0481
I,A23814607,1608
I,A23814613,0431
I,A23814617,846G
I,A23814627,4375
I,A23814631,8822
I,A23814631,8554
I,A23814634,6278
I,A23814634,8020
I,A23814636,9048
I,A23814637,6392
I,A23814638,7435
I,A23814638,3926
I,A23814645,9179
I,A23814650,4873
I,A23814651,0253
I,A23814652,6364
I,A23814659,0372
I,A23814659,6904
I,A23814692,4928
I,A23814693,3948
I,A23814701,8920
I,A23814713,3275
I,A23814716,9937
I,A23814738,8182
I,A23814738,8607
I,A23814741,1149
I,A23814742,8691
I,A23814754,8377
I,A23814754,5635
I,A23814794,3323
I,A23814794,5149
I,A23814797,6847
I,A23814799,0104
I,A23814804,0577
I,A23814809,4237
I,A23814817,5306
I,A23814818,5633
I,A23814821,0617
I,A23814824,6700
I,A23814824,2324
I,A23814833,3091
I,A23814838,3226
I,A23814838,3241
I,A23814839,9011
I,A23814839,8834
I,A23814846,0289
I,A23814848,1652
I,A23814853,8760
I,A23814860,9168
I,A23814861,0762
I,A23814861,7407
I,A23814862,4477
I,A23814873,8414
I,A23814875,8619
I,A23814879,6530
I,A23814879,7596
I,A23814884,0912
I,A23814893,4394
I,A23814894,0257
I,A23814896,7830
I,A23814916,3603
I,A23814988,9577
I,A23814991,6892
I,A23814993,6974
I,A23814994,5305
I,A23814995,9585
I,A23814998,2874
I,A23814998,9453
I,A23814999,1157
I,A23815041,2858
I,A23815044,6328
I,A23815044,0650
I,A23815050,7938
I,A23815053,3472
I,A23815105,1366
I,A23815107,7013
I,A23815108,6490
I,A23815111,0699
I,A23815114,8145
I,A23815143,1044
I,A23815151,7673
I,A23815152,2481
I,A23815153,5654
I,A23815153,6051
I,A23815154,4688
I,A23815182,1219
I,A23815182,7760
I,A23815184,3432
I,A23815184,0568
I,A23815185,2064
I,A23815188,6840
I,A23815189,8480
I,A23815191,1031
I,A23815192,6469
I,A23815196,7974
I,A23815198,8467
I,A23815202,2368
I,A23815233,3707
I,A23815236,3541
I,A23815247,5278
I,A23815265,4636
I,A23815276,5001
I,A23815298,8053
I,A23815301,0388
I,A23815308,9950
I,A23815308,3437
I,A23815312,8478
I,A23815312,2072
I,A23815312,8596
I,A23815318,3813
I,A23815319,2758
I,A23815320,5841
I,A23815320,7895
I,A23815322,3593
I,A23815322,5146
I,A23815323,6646
I,A23815327,9942
I,A23815346,5293
I,A23815354,4794
I,A23815361,5213
I,A23815437,0267
I,A23815512,6725
I,A23815514,18MD
I,A23815514,8391
I,A23815515,4615
I,A23815516,0435
I,A23815517,7077
I,A23815521,0850
I,A23815549,3647
I,A23815549,4244
I,A23815570,6516
I,A23815737,5826
I,A23815823,6867
I,A23815823,2347
I,A23815826,5005
I,A23815847,5065
I,A23815868,9627
I,A23815868,9222
I,A23815872,2339
I,A23815872,4150
I,A23815874,7288
I,A23815891,0046
I,A23815896,4195
I,A23815950,0084
I,A23816018,2784
I,A23816033,2838
I,A23816105,9891
I,A23816182,5874
I,A23816262,3230
I,A23816290,7187
I,A23816290,9988
I,A23816310,6301
I,A23816313,7825
I,A23816364,9192
I,A23816398,1666
I,A23816398,3163
I,A23816466,5639
I,A23816466,0030
I,A23816489,0441
I,A23816494,0993
I,A23816604,6469
I,A23816775,2626
I,A23816810,1985
I,A23816863,0283
I,A23816863,3572
I,A23816873,9094
I,A23816973,4288
I,A23817024,5591
I,A23817026,6072
I,A23817055,7650
I,A23817055,0889
I,A23817098,4856
I,A23817104,6454
I,A23817113,5085
I,A23817121,7736
I,A23817137,2540
I,A23817140,5788
I,A23817140,2777
I,A23817143,7044
I,A23817143,5695
I,A23817189,6790
I,A23817189,2875
I,A23817193,8673
I,A23817193,1900
I,A23817194,3431
I,A23817196,3307
I,A23817278,2140
I,A23817278,7710
I,A23817302,4484
I,A23817302,4869
I,A23817304,6655
I,A23817310,0072
I,A23817310,8759
I,A23817314,8467
I,A23817348,5305
I,A23817355,2028
I,A23817423,1743
I,A23817459,0048
I,A23817503,8859
I,A23817503,4623
I,A23817505,0966
I,A23817507,0819
I,A23817511,0821
I,A23817511,4352
I,A23817523,1249
I,A23817525,7809
I,A23817526,9931
I,A23817531,4477
I,A23817537,0193
I,A23817549,2249
I,A23817549,1283
I,A23817554,7577
I,A23817571,5379
I,A23817601,3385
I,A23817601,0470
I,A23817612,8975
I,A23817613,0056
I,A23817614,2575
I,A23817615,9052
I,A23817615,8999
I,A23817618,6564
I,A23817619,5034
I,A23817625,1456
I,A23817626,5203
I,A23817627,3817
I,A23817633,6158
I,A23817641,8531
I,A23817644,7333
I,A23817644,3281
I,A23817653,0404
I,A23817654,0475
I,A23817655,0802
I,A23817656,3825
I,A23817658,6160
I,A23817660,0310
I,A23817666,3093
I,A23817666,4078
I,A23817676,2437
I,A23817679,4949
I,A23817679,2739
I,A23817681,8019
I,A23817683,6596
I,A23817683,5709
I,A23817733,3819
I,A23817734,0988
I,A23817741,5091
I,A23817748,3727
I,A23817753,3337
I,A23817753,4400
I,A23817776,7915
I,A23817791,4613
I,A23817797,0323
I,A23817815,5594
I,A23817827,8662
I,A23817831,4743
I,A23817833,4738
I,A23817858,6555
I,A23817860,7127
I,A23817863,4118
I,A23817879,1914
I,A23817880,9969
I,A23817882,9268
I,A23817884,1840
I,A23817885,3045
I,A23817885,6208
I,A23817886,1957
I,A23817915,3848
I,A23817951,8430
I,A23817975,0809
I,A23817976,8672
I,A23817999,0505
I,A23817999,3068
I,A23818003,2495
I,A23818003,0883
I,A23818043,6796
I,A23818050,6574
I,A23818083,3951
I,A23818084,0828
I,A23818084,9700
I,A23818111,0089
I,A23818118,5370
I,A23818207,8703
I,A23818264,1534
I,A23818264,5011
I,A23818289,4550
I,A23818295,9790
I,A23818452,3054
I,A23818452,5515
I,A23818456,7661
I,A23818456,1794
I,A23818467,4057
I,A23818467,4256
I,A23818520,0364
I,A23818520,8227
I,A23818522,2211
I,A23818522,0373
I,A23818523,1440
I,A23818525,7778
I,A23818527,9615
I,A23818605,3531
I,A23818654,0662
I,A23818676,9736
I,A23818676,7059
I,A23818682,7151
I,A23818703,1204
I,A23818724,1278
I,A23818797,4339
I,A23818813,7056
I,A23818839,3797
I,A23818842,4853
I,A23818847,0014
I,A23818866,9853
I,A23818873,0046
I,A23818905,8733
I,A23818909,2850
I,A23818914,2470
I,A23818921,5911
I,A23818926,0752
I,A23818927,3602
I,A23818945,7060
I,A23818945,5595
I,A23818948,8271
I,A23818948,2146
I,A23818954,5817
I,A23818957,4640
I,A23818966,0768
I,A23818985,9554
I,A23819056,2603
I,A23819056,2647
I,A23819057,6007
I,A23819068,1190
I,A23819094,7002
I,A23819129,4100
I,A23819163,9166
I,A23819170,1619
I,A23819170,9276
I,A23819176,0949
I,A23819189,1733
I,A23819189,9010
I,A23819194,5767
I,A23819194,9309
I,A23819212,7730
I,A23819212,3206
I,A23819217,4646
I,A23819219,2966
I,A23819220,0118
I,A23819220,8782
I,A23819228,5097
I,A23819234,5166
I,A23819237,0809
I,A23819241,9288
I,A23819260,1364
I,A23819269,2642
I,A23819271,0261
I,A23819273,7048
I,A23819274,7629
I,A23819275,8730
I,A23819288,7580
I,A23819377,4690
I,A23819378,3128
I,A23819420,4946
I,A23819430,6051
I,A23819434,9578
I,A23819600,9189
I,A23819603,2162
I,A23819604,4174
I,A23819610,9100
I,A23819635,6401
I,A23819783,4062
I,A23820096,4241
I,A23820096,0835
I,A23820097,8134
I,A23820126,3010
I,A23820188,1155
I,A23820188,2247
I,A23820241,303E
I,A23820244,1605
I,A23820251,1276
I,A23820259,2392
I,A23820260,4456
I,A23820260,5614
I,A23820262,7395
I,A23820264,2861
I,A23820264,5726
I,A23820265,551B
I,A23820267,5001
I,A23820284,8033
I,A23820294,0770
I,A23820294,2001
I,A23820295,3472
I,A23820296,5402
I,A23820303,1859
I,A23820305,6527
I,A23820306,8307
I,A23820306,5055
I,A23820312,5191
I,A23820315,9885
I,A23820316,1540
I,A23820319,3852
I,A23820319,9034
I,A23820330,7439
I,A23820339,2294
I,A23820359,8883
I,A23820359,4345
I,A23820362,1511
I,A23820363,5005
I,A23820364,6420
I,A23820364,4403
I,A23820366,0365
I,A23820368,1865
I,A23820368,3970
I,A23820372,5913
I,A23820372,5696
I,A23820373,9209
I,A23820373,3887
I,A23820374,1021
I,A23820381,2664
I,A23820394,0406
I,A23820401,7549
I,A23820401,9360
I,A23820409,3149
I,A23820409,1182
I,A23820414,2697
I,A23820416,3308
I,A23820417,6725
I,A23820420,3103
I,A23820422,9587
I,A23820423,0520
I,A23820423,2917
I,A23820430,5656
I,A23820508,0208
I,A23820508,0208
I,A23820529,2943
I,A23820530,0955
I,A23820530,7200
I,A23820532,6227
I,A23820534,3192
I,A23820537,6812
I,A23820569,5005
I,A23820569,9897
I,A23820584,3109
I,A23820591,1651
I,A23820592,7571
I,A23820600,3631
I,A23820614,9121
I,A23820621,6227
I,A23820625,9156
I,A23820626,3665
I,A23820628,2379
I,A23820629,8849
I,A23820632,3617
I,A23820634,4819
I,A23820634,3827
I,A23820635,3TRA
I,A23820636,5043
I,A23820637,9815
I,A23820673,9799
I,A23820677,1772
I,A23820679,1945
I,A23820688,3494
I,A23820724,0465
I,A23820730,6082
I,A23820730,2324
I,A23820731,9813
I,A23820749,1095
I,A23820763,1102
I,A23820859,2462
I,A23820859,1974
I,A23820862,1461
I,A23820863,5728
I,A23820863,8895
I,A23820884,2102
I,A23820885,2084
I,A23820885,3035
I,A23820886,7283
I,A23820888,6150
I,A23820889,3823
I,A23820891,8562
I,A23820893,4666
I,A23820893,1115
I,A23820896,8552
I,A23820898,6993
I,A23820901,3930
I,A23820901,1303
I,A23820903,3188
I,A23820965,8479
I,A23820965,2908
I,A23820977,2682
I,A23820980,8148
I,A23820981,6623
I,A23820987,2576
I,A23821001,2925
I,A23821001,3288
I,A23821009,5683
I,A23821013,1968
I,A23821023,7562
I,A23821038,1604
I,A23821071,9140
I,A23821072,7145
I,A23821081,7436
I,A23821082,0081
I,A23821262,1136
I,A23821264,0490
I,A23821280,6315
I,A23821350,7760
I,A23821364,6219
I,A23821448,8427
I,A23821449,9804
I,A23821524,2109
I,A23821537,2357
I,A23821540,9193
I,A23821541,2247
I,A23821543,2795
I,A23821544,0199
I,A23821554,4736
I,A23821561,6873
I,A23821566,7784
I,A23821566,0937
I,A23821600,5996
I,A23821602,0527
I,A23821603,3683
I,A23821604,6861
I,A23821604,7376
I,A23821609,2043
I,A23821626,4091
I,A23821627,3791
I,A23821658,7174
I,A23821706,0763
I,A23821710,2547
I,A23821730,3576
I,A23821730,5460
I,A23821734,1859
I,A23821775,2956
I,A23821793,2530
I,A23821793,1243
I,A23821794,4177
I,A23821831,1647
I,A23821840,1739
I,A23821908,1264
I,A23821909,4363
I,A23821917,5625
I,A23821923,6283
I,A23821938,5769
I,A23821953,9275
I,A23821986,8568
I,A23821997,3249
I,A23822006,0376
I,A23822016,2153
I,A23822022,7622
I,A23822026,0005
I,A23822030,1526
I,A23822031,1176
I,A23822046,2598
I,A23822047,6379
I,A23822099,7142
I,A23822163,7911
I,A23822181,6260
I,A23822308,8408
I,A23822311,5176
I,A23822313,7750
I,A23822397,5704
I,A23822418,4681
I,A23822425,1524
I,A23822429,9609
I,A23822429,0161
I,A23822441,3382
I,A23822441,5017
I,A23822446,3791
I,A23822514,2498
I,A23822537,3380
I,A23822644,7375
I,A23822644,5633
I,A23822645,8146
I,A23822686,8483
I,A23822686,5282
I,A23822758,0742
I,A23822772,8484
I,A23822837,1048
I,A23822841,7242
I,A23822873,6218
I,A23822874,5801
I,A23822877,4468
I,A23822879,3453
I,A23822964,83MD
I,A23822964,0025
I,A23822965,0325
I,A23822965,1202
I,A23822967,1995
I,A23822970,3698
I,A23822970,4161
I,A23822973,9485
I,A23822980,7360
I,A23822980,3738
I,A23822981,6030
I,A23822988,4278
I,A23822989,5684
I,A23823028,7136
I,A23823028,7785
I,A23823047,6804
I,A23823069,6085
I,A23823125,3036
I,A23823130,4597
I,A23823159,5888
I,A23823161,1138
I,A23823236,2140
I,A23823237,7401
I,A23823260,7730
I,A23823265,6290
I,A23823268,1404
I,A23823269,8342
I,A23823272,5399
I,A23823272,7910
I,A23823274,1712
I,A23823276,3019
I,A23823294,2848
I,A23823295,6467
I,A23823297,6085
I,A23823310,3011
I,A23823311,8485
I,A23823312,6975
I,A23823328,2855
I,A23823328,4061
I,A23823335,2881
I,A23823336,7340
I,A23823339,2659
I,A23823355,2273
I,A23823363,0219
I,A23823371,8360
I,A23823371,6630
I,A23823372,8113
I,A23823389,0859
I,A23823389,9934
I,A23823402,8736
I,A23823403,2618
I,A23823404,6632
I,A23823414,5044
I,A23823414,2699
I,A23823416,9681
I,A23823416,1313
I,A23823446,2753
I,A23823450,5365
I,A23823471,5776
I,A23823491,3860
I,A23823500,0318
I,A23823500,5513
I,A23823511,0329
I,A23823515,5596
I,A23823537,9455
I,A23823537,7227
I,A23823538,2572
I,A23823618,8023
I,A23823645,8245
I,A23823646,1147
I,A23823648,4800
I,A23823650,4992
I,A23823660,4279
I,A23823664,1820
I,A23823666,9726
I,A23823673,2120
I,A23823674,2745
I,A23823677,8078
I,A23823678,6623
I,A23823748,4050
I,A23823754,5264
I,A23823765,5850
I,A23823768,6402
I,A23823769,2517
I,A23823771,6901
I,A23823772,1859
I,A23823772,1377
I,A23823773,7858
I,A23823795,2303
I,A23823811,3558
I,A23823812,1873
I,A23823909,0075
I,A23823913,7562
I,A23824030,2361
I,A23824033,6703
I,A23824033,9591
I,A23824035,5648
I,A23824037,7666
I,A23824053,9725
I,A23824057,7286
I,A23824057,1677
I,A23824066,9288
I,A23824069,4929
I,A23824147,7428
I,A23824155,4593
I,A23824159,6840
I,A23824203,0615
I,A23824203,9592
I,A23824205,0609
I,A23824205,8343
I,A23824207,7887
I,A23824207,6053
I,A23824210,6436
I,A23824210,4728
I,A23824213,2645
I,A23824260,0851
I,A23824323,6174
I,A23824323,0524
I,A23824396,2882
I,A23824398,2899
I,A23824398,0208
I,A23824426,1490
I,A23824429,6069
I,A23824435,3055
I,A23824468,9721
I,A23824472,9346
I,A23824474,0964
I,A23824482,2794
I,A23824516,8726
I,A23824516,7610
I,A23824524,0522
I,A23824524,0981
I,A23824563,1563
I,A23824643,3127
I,A23824651,9967
I,A23824653,9018
I,A23824655,5748
