DMV1,DMV2,DMV3,VIN
A23,80,3928,2868
A23,80,3928,1358
A23,80,3930,9740
A23,80,3999,2425
A23,80,4048,6261
A23,80,4049,2898
A23,80,4051,1434
A23,80,4088,7289
A23,80,4091,0998
A23,80,4094,4581
A23,80,4117,2265
A23,80,4121,2997
A23,80,4125,6161
A23,80,4125,7314
A23,80,4127,0323
A23,80,4128,3848
A23,80,4129,1334
A23,80,4133,0630
A23,80,4141,4086
A23,80,4144,0084
A23,80,4244,8091
A23,80,4244,1761
A23,80,4258,2675
A23,80,4262,3176
A23,80,4265,6286
A23,80,4265,9506
A23,80,4297,7159
A23,80,4297,6341
A23,80,4310,7630
A23,80,4319,1935
A23,80,4326,1521
A23,80,4326,7842
A23,80,4334,0747
A23,80,4393,0920
A23,80,4393,8065
A23,80,4398,1156
A23,80,4402,6215
A23,80,4404,8745
A23,80,4461,9727
A23,80,4467,0304
A23,80,4468,3876
A23,80,4469,3547
A23,80,4470,0261
A23,80,4477,0635
A23,80,4517,9595
A23,80,4519,6669
A23,80,4523,7250
A23,80,4531,9200
A23,80,4533,6438
A23,80,4537,8068
A23,80,4537,2280
A23,80,4540,0622
A23,80,4540,6814
A23,80,4544,9999
A23,80,4553,0838
A23,80,4626,0955
A23,80,4626,8023
A23,80,4628,6396
A23,80,4629,6131
A23,80,4642,0934
A23,80,4643,7374
A23,80,4647,5283
A23,80,4680,9740
A23,80,4682,4517
A23,80,4682,2960
A23,80,4684,1256
A23,80,4685,9330
A23,80,4688,6193
A23,80,4694,2021
A23,80,4694,1212
A23,80,4730,6090
A23,80,4730,9923
A23,80,4736,5351
A23,80,4739,0184
A23,80,4746,5632
A23,80,4746,9888
A23,80,4748,7597
A23,80,4751,6464
A23,80,4778,8019
A23,80,4780,4245
A23,80,4781,1129
A23,80,4783,7425
A23,80,4821,7741
A23,80,4821,9189
A23,80,4896,1890
A23,80,5023,1212
A23,80,5023,0417
A23,80,5034,1660
A23,80,5036,5991
A23,80,5036,0840
A23,80,5037,7768
A23,80,5040,7199
A23,80,5043,8431
A23,80,5069,6204
A23,80,5071,3440
A23,80,5072,1134
A23,80,5073,7793
A23,80,5075,4565
A23,80,5078,3678
A23,80,5082,8243
A23,80,5084,8690
A23,80,5085,1087
A23,80,5085,9661
A23,80,5087,5216
A23,80,5091,6787
A23,80,5109,7538
A23,80,5112,6147
A23,80,5112,0066
A23,80,5168,5665
A23,80,5186,8513
A23,80,5421,1065
A23,80,5421,9740
A23,80,5457,2984
A23,80,5583,5614
A23,80,5622,6834
A23,80,5624,3839
A23,80,5626,0796
A23,80,5626,0790
A23,80,5630,9927
A23,80,5631,1297
A23,80,5672,5868
A23,80,5672,4442
A23,80,5679,5017
A23,80,5681,1037
A23,80,5682,5450
A23,80,5687,7396
A23,80,5688,1733
A23,80,5690,1505
A23,80,5690,1067
A23,80,5785,6742
A23,80,5785,3900
A23,80,5822,4869
A23,80,5822,3631
A23,80,5841,89TR
A23,80,5845,3654
A23,80,5848,0783
A23,80,5853,6885
A23,80,5854,0100
A23,80,5855,6369
A23,80,5864,9735
A23,80,5865,1257
A23,80,5868,4165
A23,80,5868,3763
A23,80,5869,8912
A23,80,5871,7084
A23,80,5871,9344
A23,80,5875,0037
A23,80,5875,3878
A23,80,5878,7346
A23,80,5880,1076
A23,80,5964,3767
A23,80,5964,1513
A23,80,5966,0344
A23,80,5970,4836
A23,80,5970,7137
A23,80,5972,4521
A23,80,5973,0397
A23,80,5974,4899
A23,80,5975,0451
A23,80,5975,4428
A23,80,5979,1933
A23,80,5984,1961
A23,80,5984,0083
A23,80,5986,2823
A23,80,5992,5858
A23,80,5993,2844
A23,80,5994,4683
A23,80,6005,1409
A23,80,6005,6920
A23,80,6009,0472
A23,80,6009,0042
A23,80,6011,4774
A23,80,6014,5013
A23,80,6014,1920
A23,80,6016,2035
A23,80,6017,2070
A23,80,6019,9340
A23,80,6019,3879
A23,80,6045,3140
A23,80,6045,6138
A23,80,6047,4176
A23,80,6050,1530
A23,80,6090,3380
A23,80,6094,5601
A23,80,6094,3786
A23,80,6176,4679
A23,80,6178,4806
A23,80,6191,9560
A23,80,6191,1600
A23,80,6194,3443
A23,80,6196,0603
A23,80,6207,4209
A23,80,6208,6898
A23,80,6208,2639
A23,80,6212,6051
A23,80,6219,7813
A23,80,6256,2405
A23,80,6256,8599
A23,80,6259,0191
A23,80,6259,9563
A23,80,6261,6517
A23,80,6271,7990
A23,80,6277,6504
A23,80,6278,4189
A23,80,6279,6292
A23,80,6280,3705
A23,80,6280,3084
A23,80,6284,8784
A23,80,6285,3678
A23,80,6289,6274
A23,80,6291,2217
A23,80,6291,5996
A23,80,6316,9107
A23,80,6317,6841
A23,80,6318,5025
A23,80,6372,2596
A23,80,6444,7483
A23,80,6450,2136
A23,80,6458,1064
A23,80,6501,3218
A23,80,6501,8508
A23,80,6530,7827
A23,80,6547,7083
 A23,80,6555,nan
A23,80,6556,5187
A23,80,6580,3033
A23,80,6584,9969
A23,80,6628,9881
A23,80,6652,3784
A23,80,6654,8979
A23,80,6654,7425
A23,80,6655,8964
A23,80,6665,5986
A23,80,6665,2512
A23,80,6666,9177
A23,80,6667,0617
A23,80,6673,4274
A23,80,6676,2088
A23,80,6687,8880
A23,80,6688,1399
A23,80,6690,1109
A23,80,6691,0416
A23,80,6735,3004
A23,80,6736,9192
A23,80,6737,8108
A23,80,6739,8341
A23,80,6741,8631
A23,80,6741,7551
A23,80,6742,3818
A23,80,6747,3892
A23,80,6748,7213
A23,80,6787,2194
A23,80,6787,7613
A23,80,6789,0466
A23,80,6789,8158
A23,80,6807,5807
A23,80,6807,3459
A23,80,6810,4488
A23,80,6811,1335
A23,80,6813,9312
A23,80,6936,0391
A23,80,6965,7648
A23,80,6969,4742
A23,80,7068,2622
A23,80,7068,7900
A23,80,7079,7279
A23,80,7079,0576
A23,80,7135,9595
A23,80,7187,6898
A23,80,7187,7729
A23,80,7240,4995
A23,80,7246,3826
A23,80,7251,9360
A23,80,7253,7254
A23,80,7261,8916
A23,80,7279,8896
A23,80,7279,5458
A23,80,7285,3814
A23,80,7375,9994
A23,80,7398,0556
A23,80,7401,2024
A23,80,7402,7453
A23,80,7467,8458
A23,80,7470,8336
A23,80,7475,1505
A23,80,7476,4663
A23,80,7477,7931
A23,80,7554,0551
A23,80,7573,5892
A23,80,7575,6326
A23,80,7578,2263
A23,80,7673,5425
A23,80,7720,3722
A23,80,7722,9559
A23,80,7752,8813
A23,80,7752,1928
A23,80,7824,6075
A23,80,7890,2507
A23,80,7891,0688
A23,80,7976,2309
A23,80,7979,2712
A23,80,7984,4601
A23,80,7996,1063
A23,80,7996,8888
A23,80,8117,7717
A23,80,8119,4404
A23,80,8123,3441
A23,80,8123,6121
A23,80,8124,1058
A23,80,8144,7611
A23,80,8144,7510
A23,80,8147,5186
A23,80,8148,7301
A23,80,8149,6113
A23,80,8149,4334
A23,80,8151,3918
A23,80,8153,1519
A23,80,8226,4114
A23,80,8247,2980
A23,80,8250,9921
A23,80,8250,5090
A23,80,8253,1326
A23,80,8253,5938
A23,80,8257,3290
A23,80,8258,5763
A23,80,8258,6982
A23,80,8258,4913
A23,80,8261,9728
A23,80,8263,5300
A23,80,8267,0731
A23,80,8268,9487
A23,80,8275,0880
A23,80,8276,2011
A23,80,8287,6554
A23,80,8287,7591
A23,80,8288,2892
A23,80,8290,7250
A23,80,8295,8887
A23,80,8361,2378
A23,80,8362,7827
A23,80,8363,0241
A23,80,8363,7124
A23,80,8364,7251
A23,80,8365,0165
A23,80,8447,7391
A23,80,8467,7095
A23,80,8472,0195
A23,80,8472,9030
A23,80,8475,6962
A23,80,8478,6822
A23,80,8478,3627
A23,80,8479,1455
A23,80,8479,1328
A23,80,8499,4706
A23,80,8515,1590
A23,80,8538,2236
A23,80,8542,3591
A23,80,8542,0005
A23,80,8543,3795
A23,80,8543,3426
A23,80,8560,1574
A23,80,8561,8555
A23,80,8562,3923
A23,80,8609,2128
A23,80,8626,0081
A23,80,8667,5627
A23,80,8671,7899
A23,80,8672,8257
A23,80,8673,7382
A23,80,8678,5832
A23,80,8798,9771
A23,80,8800,5043
A23,80,8815,9278
A23,80,8815,0628
A23,80,8836,0590
A23,80,8840,9127
A23,80,8960,3871
A23,80,8982,7835
A23,80,8983,4234
A23,80,9002,4894
A23,80,9005,4541
A23,80,9013,1025
A23,80,9021,0089
A23,80,9036,9814
A23,80,9038,8858
A23,80,9038,8921
A23,80,9042,6483
A23,80,9042,7476
A23,80,9042,3870
A23,80,9044,8590
A23,80,9072,1591
A23,80,9077,1061
A23,80,9081,1194
A23,80,9106,0231
A23,80,9110,9468
A23,80,9120,7127
A23,80,9140,8192
A23,80,9140,9772
A23,80,9143,2505
A23,80,9163,2333
A23,80,9174,4171
A23,80,9197,5737
A23,80,9208,3751
A23,80,9208,3613
A23,80,9211,9943
A23,80,9249,2054
A23,80,9250,5396
A23,80,9255,3935
A23,80,9255,4896
A23,80,9282,1950
A23,80,9282,8088
A23,80,9285,0135
A23,80,9286,3359
A23,80,9303,7258
A23,80,9311,2460
A23,80,9600,0291
A23,80,9601,6796
A23,80,9601,6658
A23,80,9604,8218
A23,80,9605,7902
A23,80,9605,7455
A23,80,9666,1165
A23,80,9776,5827
A23,80,9779,2725
A23,80,9779,7887
A23,80,9785,3545
A23,80,9787,1981
A23,80,9832,7139
A23,80,9849,5614
A23,80,9868,3403
A23,80,9977,2873
A23,80,9978,3963
A23,80,9980,3509
A23,80,9981,0273
A23,80,9996,1564
A23,81,0122,0939
A23,81,0123,4818
A23,81,0125,5208
A23,81,0128,0853
A23,81,0129,0019
A23,81,0129,0410
A23,81,0131,3315
A23,81,0131,5820
A23,81,0171,9932
A23,81,0174,9916
A23,81,0175,9251
A23,81,0181,2780
A23,81,0220,2776
A23,81,0221,9659
A23,81,0224,0416
A23,81,0227,0945
A23,81,0230,1693
A23,81,0330,4990
A23,81,0337,8163
A23,81,0339,5829
A23,81,0339,4117
A23,81,0353,1944
A23,81,0354,0791
A23,81,0354,0640
A23,81,0369,7159
A23,81,0377,2458
A23,81,0377,7532
A23,81,0388,6892
A23,81,0394,8721
A23,81,0397,7653
A23,81,0397,5685
A23,81,0403,4516
A23,81,0403,6698
A23,81,0442,1839
A23,81,0443,4666
A23,81,0448,5936
A23,81,0448,1816
A23,81,0457,1325
A23,81,0463,2749
A23,81,0467,8611
A23,81,0467,7170
A23,81,0518,0850
A23,81,0519,0477
A23,81,0521,2065
A23,81,0621,6142
A23,81,0629,9345
A23,81,0640,8870
A23,81,0669,2860
A23,81,0672,0945
A23,81,0677,0325
A23,81,0678,9741
A23,81,0688,0233
A23,81,0701,3765
A23,81,0701,3665
A23,81,0768,3662
A23,81,0768,3440
A23,81,0791,0909
A23,81,0794,2162
A23,81,0799,5434
A23,81,0842,0180
A23,81,0914,1101
A23,81,0914,5069
A23,81,1002,8695
A23,81,1009,1838
A23,81,1014,3582
A23,81,1015,3509
A23,81,1028,2275
A23,81,1031,0356
A23,81,1104,0006
A23,81,1104,0006
A23,81,1105,1070
A23,81,1106,5119
A23,81,1107,3753
A23,81,1107,5325
A23,81,1112,3587
A23,81,1114,6939
A23,81,1114,7324
A23,81,1116,7012
A23,81,1121,6377
A23,81,1123,0047
A23,81,1130,0927
A23,81,1265,5691
A23,81,1268,4386
A23,81,1268,9842
A23,81,1269,3746
A23,81,1276,1359
A23,81,1276,7238
A23,81,1280,8511
A23,81,1280,2338
A23,81,1282,0274
A23,81,1282,1140
A23,81,1283,2937
A23,81,1283,5618
A23,81,1302,3274
A23,81,1302,0958
A23,81,1303,4904
A23,81,1303,5300
A23,81,1305,7061
A23,81,1309,81O6
A23,81,1309,4153
A23,81,1326,4830
A23,81,1329,4682
A23,81,1332,3708
A23,81,1332,4262
A23,81,1342,9195
A23,81,1345,4197
A23,81,1345,4308
A23,81,1351,3678
A23,81,1353,4698
A23,81,1358,6577
A23,81,1367,9336
A23,81,1367,6472
A23,81,1369,5471
A23,81,1369,4054
A23,81,1378,1630
A23,81,1378,5398
A23,81,1380,5785
A23,81,1394,2112
A23,81,1395,5294
A23,81,1402,9859
A23,81,1406,8028
A23,81,1406,8357
A23,81,1406,1270
A23,81,1407,8670
A23,81,1408,3574
A23,81,1410,3348
A23,81,1410,6345
A23,81,1423,9511
A23,81,1451,1682
A23,81,1451,6533
A23,81,1453,5615
A23,81,1454,3553
A23,81,1460,8207
A23,81,1471,4372
A23,81,1472,2635
A23,81,1478,7341
A23,81,1482,2993
A23,81,1482,7461
A23,81,1492,0931
A23,81,1500,9975
A23,81,1500,2239
A23,81,1505,7773
A23,81,1529,0510
A23,81,1529,0327
A23,81,1647,0042
A23,81,1667,8658
A23,81,1669,6093
A23,81,1673,4614
A23,81,1674,5542
A23,81,1679,6565
A23,81,1681,0785
A23,81,1748,7289
A23,81,1766,5228
A23,81,1766,4026
A23,81,1774,7936
A23,81,1779,6738
A23,81,1786,8176
A23,81,1871,8864
A23,81,1884,7619
A23,81,1884,6961
A23,81,1885,5909
A23,81,1921,9828
A23,81,1923,0469
A23,81,1939,3589
A23,81,1942,2434
A23,81,1943,9004
A23,81,1943,0463
A23,81,1943,0135
A23,81,1963,2330
A23,81,1971,9711
A23,81,1978,5265
A23,81,2085,3634
A23,81,2102,9700
A23,81,2102,7037
A23,81,2117,1133
A23,81,2123,9189
A23,81,2124,4320
A23,81,2126,7500
A23,81,2126,6282
A23,81,2143,2213
A23,81,2143,0884
A23,81,2152,2981
A23,81,2180,1402
A23,81,2180,2124
A23,81,2182,6575
A23,81,2182,1819
A23,81,2183,9667
A23,81,2185,9371
A23,81,2187,9193
A23,81,2189,3120
A23,81,2238,0797
A23,81,2247,6549
A23,81,2249,4256
A23,81,2287,7629
A23,81,2347,0373
A23,81,2354,9448
A23,81,2354,5235
A23,81,2354,2335
A23,81,2356,0057
A23,81,2367,0925
A23,81,2367,1017
A23,81,2377,8762
A23,81,2377,9050
A23,81,2413,0896
A23,81,2413,7220
A23,81,2438,6296
A23,81,2449,3129
A23,81,2452,3189
A23,81,2459,2135
A23,81,2459,2340
A23,81,2460,5499
A23,81,2461,5948
A23,81,2480,8496
A23,81,2482,8299
A23,81,2491,0270
A23,81,2509,9732
A23,81,2530,5879
A23,81,2534,0842
A23,81,2555,0515
A23,81,2556,2777
A23,81,2556,2107
A23,81,2557,4480
A23,81,2558,2862
A23,81,2574,1281
A23,81,2574,1528
A23,81,2580,9161
A23,81,2589,0825
A23,81,2592,3576
A23,81,2592,8324
A23,81,2603,6038
A23,81,2603,6791
A23,81,2607,6880
A23,81,2607,0281
A23,81,2611,8602
A23,81,2644,2091
A23,81,2644,4574
A23,81,2647,9409
A23,81,2677,2920
A23,81,2682,3111
A23,81,2698,4971
A23,81,2716,6849
A23,81,2716,1787
A23,81,2719,7529
A23,81,2723,4245
A23,81,2734,0787
A23,81,2734,3552
A23,81,2755,5450
A23,81,2771,3441
A23,81,2780,6424
A23,81,2781,2270
A23,81,2809,1334
A23,81,2828,1443
A23,81,2828,6651
A23,81,2829,1981
A23,81,2834,0638
A23,81,2835,7959
A23,81,2841,8274
 A23,81,2873,nan
A23,81,2873,4920
A23,81,2876,2149
A23,81,2876,1980
A23,81,2879,3035
A23,81,2889,0483
A23,81,2889,4631
A23,81,2910,6156
A23,81,2933,4528
A23,81,2937,0996
A23,81,2973,9487
A23,81,2984,5046
A23,81,2984,2898
A23,81,2985,0900
A23,81,2985,3118
A23,81,3001,0247
A23,81,3007,5156
A23,81,3122,6366
A23,81,3123,5793
A23,81,3146,9679
A23,81,3146,9478
A23,81,3155,4193
A23,81,3156,2931
A23,81,3174,4620
A23,81,3175,5551
A23,81,3175,3891
A23,81,3322,8064
A23,81,3323,1673
A23,81,3325,0781
A23,81,3330,3519
A23,81,3332,9645
A23,81,3337,0822
A23,81,3337,9173
A23,81,3340,2092
A23,81,3341,7110
A23,81,3343,7980
A23,81,3343,6855
A23,81,3346,5196
A23,81,3346,4575
A23,81,3350,3037
A23,81,3350,0810
A23,81,3452,6546
A23,81,3452,4654
A23,81,3456,3645
A23,81,3456,4380
A23,81,3458,1574
A23,81,3459,2732
A23,81,3459,2147
A23,81,3469,1266
A23,81,3476,5261
A23,81,3477,4149
A23,81,3477,1093
A23,81,3486,8930
A23,81,3486,6811
A23,81,3491,7318
A23,81,3491,8054
A23,81,3491,7174
A23,81,3492,4929
A23,81,3493,5256
A23,81,3497,6942
A23,81,3497,2527
A23,81,3498,0434
A23,81,3498,6668
A23,81,3501,6490
A23,81,3541,4986
A23,81,3543,0377
A23,81,3598,4947
A23,81,3619,2618
A23,81,3619,0783
A23,81,3620,2755
A23,81,3621,TNAB
A23,81,3621,5374
A23,81,3631,9698
A23,81,3631,6185
A23,81,3704,6517
A23,81,3704,3258
A23,81,3709,9459
A23,81,3709,8465
A23,81,3711,7822
A23,81,3758,9121
A23,81,3758,9939
A23,81,3759,3586
A23,81,3804,4530
A23,81,3927,1483
A23,81,3927,4050
A23,81,3928,3025
A23,81,3928,9204
A23,81,3934,8254
A23,81,3985,2863
A23,81,4098,3557
A23,81,4156,8185
A23,81,4186,4351
A23,81,4188,0776
A23,81,4193,8694
A23,81,4305,5666
A23,81,4317,6773
A23,81,4318,4297
A23,81,4330,6616
A23,81,4432,0255
A23,81,4483,7634
A23,81,4483,6033
A23,81,4500,9331
A23,81,4505,4319
A23,81,4513,8598
A23,81,4520,4019
A23,81,4535,0356
A23,81,4583,6632
A23,81,4583,6307
A23,81,4585,4982
A23,81,4585,5305
A23,81,4593,2198
A23,81,4597,0481
A23,81,4607,1608
A23,81,4613,0431
A23,81,4617,846G
A23,81,4627,4375
A23,81,4631,8822
A23,81,4631,8554
A23,81,4634,6278
A23,81,4634,8020
A23,81,4636,9048
A23,81,4637,6392
A23,81,4638,7435
A23,81,4638,3926
A23,81,4645,9179
A23,81,4650,4873
A23,81,4651,0253
A23,81,4652,6364
A23,81,4659,0372
A23,81,4659,6904
A23,81,4692,4928
A23,81,4693,3948
A23,81,4701,8920
A23,81,4713,3275
A23,81,4716,9937
A23,81,4738,8182
A23,81,4738,8607
A23,81,4741,1149
A23,81,4742,8691
A23,81,4754,8377
A23,81,4754,5635
A23,81,4794,3323
A23,81,4794,5149
A23,81,4797,6847
A23,81,4799,0104
A23,81,4804,0577
A23,81,4809,4237
A23,81,4817,5306
A23,81,4818,5633
A23,81,4821,0617
A23,81,4824,6700
A23,81,4824,2324
A23,81,4833,3091
A23,81,4838,3226
A23,81,4838,3241
A23,81,4839,9011
A23,81,4839,8834
A23,81,4846,0289
A23,81,4848,1652
A23,81,4853,8760
A23,81,4860,9168
A23,81,4861,0762
A23,81,4861,7407
A23,81,4862,4477
A23,81,4873,8414
A23,81,4875,8619
A23,81,4879,6530
A23,81,4879,7596
A23,81,4884,0912
A23,81,4893,4394
A23,81,4894,0257
A23,81,4896,7830
A23,81,4916,3603
A23,81,4988,9577
A23,81,4991,6892
A23,81,4993,6974
A23,81,4994,5305
A23,81,4995,9585
A23,81,4998,2874
A23,81,4998,9453
A23,81,4999,1157
A23,81,5041,2858
A23,81,5044,6328
A23,81,5044,0650
A23,81,5050,7938
A23,81,5053,3472
A23,81,5105,1366
A23,81,5107,7013
A23,81,5108,6490
A23,81,5111,0699
A23,81,5114,8145
A23,81,5143,1044
A23,81,5151,7673
A23,81,5152,2481
A23,81,5153,5654
A23,81,5153,6051
A23,81,5154,4688
A23,81,5182,1219
A23,81,5182,7760
A23,81,5184,3432
A23,81,5184,0568
A23,81,5185,2064
A23,81,5188,6840
A23,81,5189,8480
A23,81,5191,1031
A23,81,5192,6469
A23,81,5196,7974
A23,81,5198,8467
A23,81,5202,2368
A23,81,5233,3707
A23,81,5236,3541
A23,81,5247,5278
A23,81,5265,4636
A23,81,5276,5001
A23,81,5298,8053
A23,81,5301,0388
A23,81,5308,9950
A23,81,5308,3437
A23,81,5312,8478
A23,81,5312,2072
A23,81,5312,8596
A23,81,5318,3813
A23,81,5319,2758
A23,81,5320,5841
A23,81,5320,7895
A23,81,5322,3593
A23,81,5322,5146
A23,81,5323,6646
A23,81,5327,9942
A23,81,5346,5293
A23,81,5354,4794
A23,81,5361,5213
A23,81,5437,0267
A23,81,5512,6725
A23,81,5514,18MD
A23,81,5514,8391
A23,81,5515,4615
A23,81,5516,0435
A23,81,5517,7077
A23,81,5521,0850
A23,81,5549,3647
A23,81,5549,4244
A23,81,5570,6516
A23,81,5737,5826
A23,81,5823,6867
A23,81,5823,2347
A23,81,5826,5005
A23,81,5847,5065
A23,81,5868,9627
A23,81,5868,9222
A23,81,5872,2339
A23,81,5872,4150
A23,81,5874,7288
A23,81,5891,0046
A23,81,5896,4195
A23,81,5950,0084
A23,81,6018,2784
A23,81,6033,2838
A23,81,6105,9891
A23,81,6182,5874
A23,81,6262,3230
A23,81,6290,7187
A23,81,6290,9988
A23,81,6310,6301
A23,81,6313,7825
A23,81,6364,9192
A23,81,6398,1666
A23,81,6398,3163
A23,81,6466,5639
A23,81,6466,0030
A23,81,6489,0441
A23,81,6494,0993
A23,81,6604,6469
A23,81,6775,2626
A23,81,6810,1985
A23,81,6863,0283
A23,81,6863,3572
A23,81,6873,9094
A23,81,6973,4288
A23,81,7024,5591
A23,81,7026,6072
A23,81,7055,7650
A23,81,7055,0889
A23,81,7098,4856
A23,81,7104,6454
A23,81,7113,5085
A23,81,7121,7736
A23,81,7137,2540
A23,81,7140,5788
A23,81,7140,2777
A23,81,7143,7044
A23,81,7143,5695
A23,81,7189,6790
A23,81,7189,2875
A23,81,7193,8673
A23,81,7193,1900
A23,81,7194,3431
A23,81,7196,3307
A23,81,7278,2140
A23,81,7278,7710
A23,81,7302,4484
A23,81,7302,4869
A23,81,7304,6655
A23,81,7310,0072
A23,81,7310,8759
A23,81,7314,8467
A23,81,7348,5305
A23,81,7355,2028
A23,81,7423,1743
A23,81,7459,0048
A23,81,7503,8859
A23,81,7503,4623
A23,81,7505,0966
A23,81,7507,0819
A23,81,7511,0821
A23,81,7511,4352
A23,81,7523,1249
A23,81,7525,7809
A23,81,7526,9931
A23,81,7531,4477
A23,81,7537,0193
A23,81,7549,2249
A23,81,7549,1283
A23,81,7554,7577
A23,81,7571,5379
A23,81,7601,3385
A23,81,7601,0470
A23,81,7612,8975
A23,81,7613,0056
A23,81,7614,2575
A23,81,7615,9052
A23,81,7615,8999
A23,81,7618,6564
A23,81,7619,5034
A23,81,7625,1456
A23,81,7626,5203
A23,81,7627,3817
A23,81,7633,6158
A23,81,7641,8531
A23,81,7644,7333
A23,81,7644,3281
A23,81,7653,0404
A23,81,7654,0475
A23,81,7655,0802
A23,81,7656,3825
A23,81,7658,6160
A23,81,7660,0310
A23,81,7666,3093
A23,81,7666,4078
A23,81,7676,2437
A23,81,7679,4949
A23,81,7679,2739
A23,81,7681,8019
A23,81,7683,6596
A23,81,7683,5709
A23,81,7733,3819
A23,81,7734,0988
A23,81,7741,5091
A23,81,7748,3727
A23,81,7753,3337
A23,81,7753,4400
A23,81,7776,7915
A23,81,7791,4613
A23,81,7797,0323
A23,81,7815,5594
A23,81,7827,8662
A23,81,7831,4743
A23,81,7833,4738
A23,81,7858,6555
A23,81,7860,7127
A23,81,7863,4118
A23,81,7879,1914
A23,81,7880,9969
A23,81,7882,9268
A23,81,7884,1840
A23,81,7885,3045
A23,81,7885,6208
A23,81,7886,1957
A23,81,7915,3848
A23,81,7951,8430
A23,81,7975,0809
A23,81,7976,8672
A23,81,7999,0505
A23,81,7999,3068
A23,81,8003,2495
A23,81,8003,0883
A23,81,8043,6796
A23,81,8050,6574
A23,81,8083,3951
A23,81,8084,0828
A23,81,8084,9700
A23,81,8111,0089
A23,81,8118,5370
A23,81,8207,8703
A23,81,8264,1534
A23,81,8264,5011
A23,81,8289,4550
A23,81,8295,9790
A23,81,8452,3054
A23,81,8452,5515
A23,81,8456,7661
A23,81,8456,1794
A23,81,8467,4057
A23,81,8467,4256
A23,81,8520,0364
A23,81,8520,8227
A23,81,8522,2211
A23,81,8522,0373
A23,81,8523,1440
A23,81,8525,7778
A23,81,8527,9615
A23,81,8605,3531
A23,81,8654,0662
A23,81,8676,9736
A23,81,8676,7059
A23,81,8682,7151
A23,81,8703,1204
A23,81,8724,1278
A23,81,8797,4339
A23,81,8813,7056
A23,81,8839,3797
A23,81,8842,4853
A23,81,8847,0014
A23,81,8866,9853
A23,81,8873,0046
A23,81,8905,8733
A23,81,8909,2850
A23,81,8914,2470
A23,81,8921,5911
A23,81,8926,0752
A23,81,8927,3602
A23,81,8945,7060
A23,81,8945,5595
A23,81,8948,8271
A23,81,8948,2146
A23,81,8954,5817
A23,81,8957,4640
A23,81,8966,0768
A23,81,8985,9554
A23,81,9056,2603
A23,81,9056,2647
A23,81,9057,6007
A23,81,9068,1190
A23,81,9094,7002
A23,81,9129,4100
A23,81,9163,9166
A23,81,9170,1619
A23,81,9170,9276
A23,81,9176,0949
A23,81,9189,1733
A23,81,9189,9010
A23,81,9194,5767
A23,81,9194,9309
A23,81,9212,7730
A23,81,9212,3206
A23,81,9217,4646
A23,81,9219,2966
A23,81,9220,0118
A23,81,9220,8782
A23,81,9228,5097
A23,81,9234,5166
A23,81,9237,0809
A23,81,9241,9288
A23,81,9260,1364
A23,81,9269,2642
A23,81,9271,0261
A23,81,9273,7048
A23,81,9274,7629
A23,81,9275,8730
A23,81,9288,7580
A23,81,9377,4690
A23,81,9378,3128
A23,81,9420,4946
A23,81,9430,6051
A23,81,9434,9578
A23,81,9600,9189
A23,81,9603,2162
A23,81,9604,4174
A23,81,9610,9100
A23,81,9635,6401
A23,81,9783,4062
A23,82,0096,4241
A23,82,0096,0835
A23,82,0097,8134
A23,82,0126,3010
A23,82,0188,1155
A23,82,0188,2247
A23,82,0241,303E
A23,82,0244,1605
A23,82,0251,1276
A23,82,0259,2392
A23,82,0260,4456
A23,82,0260,5614
A23,82,0262,7395
A23,82,0264,2861
A23,82,0264,5726
A23,82,0265,551B
A23,82,0267,5001
A23,82,0284,8033
A23,82,0294,0770
A23,82,0294,2001
A23,82,0295,3472
A23,82,0296,5402
A23,82,0303,1859
A23,82,0305,6527
A23,82,0306,8307
A23,82,0306,5055
A23,82,0312,5191
A23,82,0315,9885
A23,82,0316,1540
A23,82,0319,3852
A23,82,0319,9034
A23,82,0330,7439
A23,82,0339,2294
A23,82,0359,8883
A23,82,0359,4345
A23,82,0362,1511
A23,82,0363,5005
A23,82,0364,6420
A23,82,0364,4403
A23,82,0366,0365
A23,82,0368,1865
A23,82,0368,3970
A23,82,0372,5913
A23,82,0372,5696
A23,82,0373,9209
A23,82,0373,3887
A23,82,0374,1021
A23,82,0381,2664
A23,82,0394,0406
A23,82,0401,7549
A23,82,0401,9360
A23,82,0409,3149
A23,82,0409,1182
A23,82,0414,2697
A23,82,0416,3308
A23,82,0417,6725
A23,82,0420,3103
A23,82,0422,9587
A23,82,0423,0520
A23,82,0423,2917
A23,82,0430,5656
A23,82,0508,0208
A23,82,0508,0208
A23,82,0529,2943
A23,82,0530,0955
A23,82,0530,7200
A23,82,0532,6227
A23,82,0534,3192
A23,82,0537,6812
A23,82,0569,5005
A23,82,0569,9897
A23,82,0584,3109
A23,82,0591,1651
A23,82,0592,7571
A23,82,0600,3631
A23,82,0614,9121
A23,82,0621,6227
A23,82,0625,9156
A23,82,0626,3665
A23,82,0628,2379
A23,82,0629,8849
A23,82,0632,3617
A23,82,0634,4819
A23,82,0634,3827
A23,82,0635,3TRA
A23,82,0636,5043
A23,82,0637,9815
A23,82,0673,9799
A23,82,0677,1772
A23,82,0679,1945
A23,82,0688,3494
A23,82,0724,0465
A23,82,0730,6082
A23,82,0730,2324
A23,82,0731,9813
A23,82,0749,1095
A23,82,0763,1102
